Released,Members,Quest item,Tradeable,Equipable,Stackable,Options,Destory,Examine,Value,High alch,Low alch,Weight,Price,Buy limit,Daily volume,Combat,Skilling,Food,Untradeable,Quest
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful spear.,300000 ,180000 ,120000 ,2.267 kg,10000000  (info),10,0,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A two handed sword.,1920 ,1152 ,768 ,3.628 kg,1441  (info),125,25,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A set of fighting claws.,360 ,216 ,144 ,0.907 kg,2412  (info),125,15,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A white halberd.,1920 ,1152 ,768 ,3.175 kg,2973  (info),125,0,1,0,0,0,0
5 December 2006 (Update),No,No,Yes,Yes,No,Wield,Drop,A powerful bow made from willow wood.,300 ,180 ,120 ,1.8 kg,5236  (info),8,76,1,0,0,0,0
25 March 2002 (Update),No,No,Yes,Yes,No,Wield,Drop,A nice sturdy bow made out of willow.,320 ,192 ,128 ,1.814 kg,150  (info),18000,69162,1,0,0,0,0
25 March 2002 (Update),No,No,Yes,Yes,No,Wield,Drop,A shortbow made out of willow still effective.,200 ,120 ,80 ,1.36 kg,86  (info),18000,7376,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful bow made from yew wood.,1800 ,1080 ,720 ,1.8 kg,2759  (info),8,128,1,0,0,0,0
25 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A nice sturdy bow made out of yew.,1280 ,768 ,512 ,1.814 kg,540  (info),18000,4003515,1,0,0,0,0
25 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A shortbow made out of yew still effective.,800 ,480 ,320 ,1.36 kg,390  (info),18000,84395,1,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield Dismantle,Drop,A terrifying heavy sword.,1250000 ,750000 ,500000 ,10 kg,5426261  (info),8,591,1,0,0,0,0
6 July 2016 (Update),Yes,No,No,Yes,No,Wield,Dismantle,An ornamented terrifying heavy sword.,1250000 ,750000 ,500000 ,10 kg,0,0,0,1,0,0,0,0
22 November 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Zamorak Mjolnir.,625 ,375 ,250 ,2.267 kg,2794  (info),8,38,1,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An evil spear.,100005 ,60003 ,40002 ,3 kg,12451161  (info),8,776,1,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wield Charge,Drop,A powerful bow imbued with the fury of an ancient god.,800000 ,480000 ,320000 ,2 kg,0,0,0,1,0,0,0,0
29 March 2004 (Update),No,No,Yes,Yes,No,Wield,Drop,I don't think it's intended for joinery.,41500 ,24900 ,16600 ,1.814 kg,24267  (info),70,44377,1,0,0,0,0
7 June 2018 (Update),Yes,No,Yes,Yes,No,Wield Charge,Drop,A sacred staff imbued with the power of blood. It is currently uncharged.,5000000 ,3000000 ,2000000 ,1.5 kg,67964839  (info),8,515,1,0,0,0,0
8 March 2018 (Update),Yes,No,No,Yes,No,0,Drop,A sacred staff imbued with the power of blood.,,0,0,1.5 kg,0,0,0,1,0,0,0,0
4 July 2019 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Not to be confused with a Sarachnis cuddle.,120001 ,72000 ,48000 ,0.453 kg,376879  (info),70,476,1,0,0,0,0
13 December 2004 (Update),No,No,No,Yes,No,Wield,Drop,The Saradomin Team Standard.,1,0 ,0 ,2.267 kg,0,0,0,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Saradomin crozier.,5000 ,3000 ,2000 ,2 kg,10142  (info),8,64,1,0,0,0,0
22 September 2003 (Update),Yes,No,No,Yes,No,Wield,Drop,A magical staff imbued with the power of Saradomin.,80000 ,48000 ,32000 ,2.267 kg,0,0,0,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wield,Drop,A severed human leg.,1,0 ,0 ,1.8 kg,0,0,0,1,0,0,0,0
16 March 2022 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A banner showcasing the colours of Leagues III - Shattered Relics.,1000 ,600 ,400 ,2.267 kg,16833  (info),0,7,1,0,0,0,0
16 March 2022 (Update),Yes,No,Yes,Yes,No,Wield,Drop,The cane of a Shattered relic hunter.,1000 ,600 ,400 ,1.814 kg,172381  (info),0,10,1,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A war torn banner bearing the Shayzien sigil.,70 ,42 ,28 ,2.267 kg,769  (info),4,46,1,0,0,0,0
13 July 2004 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It's a silver sickle.,175 ,105 ,70 ,1.587 kg,142  (info),15,783,1,0,0,0,0
13 July 2004 (Update),Yes,Nature SpiritA Taste of HopeSins of the Father,No,Yes,No,Wield Cast Bloom,Drop,It's a blessed silver sickle.,250 ,150 ,100 ,1.587 kg,0,0,0,1,0,0,0,0
4 January 2001 (Update),No,Demon Slayer,No,Yes,No,Wield,Drop,The magical sword 'Silverlight'.,50 ,30 ,20 ,1.814 kg,0,0,0,1,0,0,0,0
15 March 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Generally used for impaling fresh meat.,3200 ,1920 ,1280 ,2.041 kg,2286  (info),50,1,1,0,0,0,0
4 July 2006 (Update),No,No,No,Yes,No,Wield Invoke Divine,You can obtain another Sceptre by collecting all four pieces from the Stronghold of Security.,A fragile magical Sceptre.,1,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
18 May 2017 (Update),No,No,No,Yes,No,Wield Invoke Divine,Drop,An imbued magical Sceptre.,1,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
26 January 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An old and magical staff.,21000 ,12600 ,8400 ,1.814 kg,22411  (info),70,377,1,0,0,0,0
13 April 2017 (Update),Yes,No,No,Yes,No,Wield Check,Revert - That staff contains x charges. You will not be able to get them back.,An old and magical staff now bearing extra enchantment.,25000 ,15000 ,10000 ,1.95 kg,0,0,0,1,0,0,0,0
10 April 2014 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,15500 ,9300 ,6200 ,2.267 kg,1605897  (info),8,588,1,0,0,0,0
17 December 2013 (Update),No,No,No,Yes,Yes,Wield,Drop,Made from snow.,0 ,0 ,0 ,0 kg,0,0,0,1,0,0,0,0
15 March 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Use the spork.,325 ,195 ,130 ,1.814 kg,288  (info),50,4,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,It's a slightly magical stick.,15 ,9 ,6 ,1.814 kg,41  (info),125,1038,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A Magical staff.,1500 ,900 ,600 ,2.267 kg,1393  (info),125,3848,1,0,0,0,0
29 August 2019 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A ghastly weapon with evil origins combined with an icon of balance.,1000004 ,600002 ,400001 ,1.5 kg,34747112  (info),0,12,1,0,0,0,0
11 April 2019 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A staff styled after the elusive cat.,1500 ,900 ,600 ,2 kg,111279  (info),8,32,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A Magical staff.,1500 ,900 ,600 ,2.267 kg,844  (info),125,1607,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A Magical staff.,1500 ,900 ,600 ,2.267 kg,1333  (info),125,3719,1,0,0,0,0
8 February 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A ghastly weapon with evil origins combined with a holy light.,1000005 ,600003 ,400002 ,1.5 kg,4630176  (info),8,225,1,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A ghastly weapon with evil origins.,1000005 ,600003 ,400002 ,1.5 kg,4704907  (info),8,192,1,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wield,Drop,A ghastly weapon with evil origins.,300 ,0,0,1.5 kg,0,0,0,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A Magical staff.,1500 ,900 ,600 ,2.267 kg,1006  (info),125,1889,1,0,0,0,0
4 August 2016 (Update),No,No,Yes,Yes,No,Wield,Drop,Baguette ready for pain.,225 ,135 ,90 ,2.267 kg,1616447  (info),5,76,1,0,0,0,0
17 March 2018 (Update),No,No,No,Yes,No,Wield Check,You can get another from a starter pack.,A staff from a starter pack.,500 ,0,0,1.814 kg,0,0,0,1,0,0,0,0
17 March 2018 (Update),No,No,No,Yes,No,Wield,You can get another from a starter pack.,A sword from a starter pack.,500 ,0,0,1.814 kg,0,0,0,1,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful warhammer.,300000 ,180000 ,120000 ,1.814 kg,10000000  (info),10,0,1,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wield,Drop,A powerful warhammer.,300 ,0,0,1.814 kg,0,0,0,1,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It's a slightly magical stick.,17000 ,10200 ,6800 ,2.267 kg,110856  (info),8,312,1,0,0,0,0
9 October 2014 (Update),Yes,No,No,Yes,No,Wield,Revert - You will not get the upgrade kit back.,It's a beautiful and slightly magical stick.,17000 ,10200 ,6800 ,2.267 kg,0,0,0,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A woodcutter's axe.,200 ,120 ,80 ,1.36 kg,75  (info),40,4398,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A vicious looking axe.,650 ,390 ,260 ,2.721 kg,194  (info),125,5634,1,0,0,0,0
31 July 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A steel crossbow.,360 ,216 ,144 ,5 kg,82  (info),125,247,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,Short but pointy.,125 ,75 ,50 ,0.453 kg,45  (info),125,3167,1,0,0,0,0
14 April 2003 (Update),Yes,No,Yes,Yes,Yes,Wield,Drop,A deadly throwing dart with a steel tip.,10 ,6 ,4 ,0 kg,4  (info),7000,1835310,1,0,0,0,0
3 July 2007 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A steel-tipped one-handed hasta.,325 ,195 ,130 ,2.267 kg,93  (info),125,7,1,0,0,0,0
14 April 2003 (Update),Yes,No,Yes,Yes,Yes,Wield,Drop,A finely balanced throwing knife.,11 ,6 ,4 ,0 kg,58  (info),7000,62182,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A razor sharp longsword.,500 ,300 ,200 ,1.814 kg,153  (info),125,4320,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A spiky mace.,225 ,135 ,90 ,1.814 kg,72  (info),125,1718,1,0,0,0,0
27 May 2003 (Update),No,No,Yes,Yes,No,Wield,Drop,Used for mining.,500 ,300 ,200 ,2.267 kg,331  (info),40,431,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A vicious curved sword.,400 ,240 ,160 ,1.814 kg,177  (info),125,5899,1,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A razor sharp sword.,325 ,195 ,130 ,1.814 kg,79  (info),125,1472,1,0,0,0,0
29 March 2004 (Update),Yes,No,Yes,Yes,Yes,Wield,Drop,A finely balanced throwing axe.,26 ,15 ,10 ,0 kg,48  (info),7000,1,1,0,0,0,0
29 March 2004 (Update),No,No,Yes,Yes,No,Wield,Drop,I don't think it's intended for joinery.,640 ,384 ,256 ,1.814 kg,175  (info),125,8454,1,0,0,0,0
29 August 2019 (Update),No,No,Yes,Yes,No,Wield,Drop,A dull blade that moves at incredible speed.,1500 ,900 ,600 ,1.814 kg,24048931  (info),0,61,1,0,0,0,0
4 January 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A teacher level wand.,2000 ,1200 ,800 ,0.226 kg,1851586  (info),70,5,1,0,0,0,0
26 July 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A mighty sceptre used in long forgotten battles.,120000 ,72000 ,48000 ,0.198 kg,3738603  (info),8,256,1,0,0,0,0
19 September 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A razor sharp sword of obsidian.,40000 ,24000 ,16000 ,1.814 kg,417248  (info),70,405,1,0,0,0,0
19 September 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A large knife of obsidian.,25000 ,15000 ,10000 ,0.453 kg,57687  (info),70,13,1,0,0,0,0
19 September 2005 (Update),Yes,No,Yes,Yes,Yes,Wield,Drop,A razor sharp ring of obsidian.,250 ,150 ,100 ,0 kg,1890  (info),11000,5549,1,0,0,0,0
27 January 2021 (Update),Yes,No,No,Yes,No,Wield,Drop,Fires darts while coating them with venom.,1000 ,600 ,400 ,0.5 kg,0,0,0,1,0,0,0,0
8 January 2015 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It needs to be charged with Zulrah's scales.,1000006 ,600003 ,400002 ,1.5 kg,9010698  (info),8,732,1,0,0,0,0
28 October 2020 (Update),Yes,No,No,Yes,No,Wield,You can get this item back by talking to the Leagues Tutor in Lumbridge.,A very powerful axe in the colours of the Trailblazer League.,10 ,6 ,4 ,0.907 kg,0,0,0,1,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A banner showcasing the colours of Leagues II - Trailblazer.,1000 ,600 ,400 ,2.267 kg,66936  (info),5,4,1,0,0,0,0
6 January 2021 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A cane of the trailblazer relic hunter.,150000 ,90000 ,60000 ,1.814 kg,366166  (info),5,11,1,0,0,0,0
28 October 2020 (Update),Yes,No,No,Yes,No,Wield,You can get this item back by talking to the Leagues Tutor in Lumbridge.,A very powerful harpoon in the colours of the Trailblazer League.,1,0 ,0 ,0.907 kg,0,0,0,1,0,0,0,0
28 October 2020 (Update),Yes,No,No,Yes,No,Wield,You can get this item back by talking to the Leagues Tutor in Lumbridge.,A very powerful pickaxe in the colours of the Trailblazer League.,10 ,6 ,4 ,1.36 kg,0,0,0,1,0,0,0,0
27 September 2006 (Update),No,No,No,Yes,No,Wield,You can get another Training sword by talking to the Melee Combat skill tutor north of Lumbridge Castle.,Basic training sword.,1,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
4 July 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,The flag of The Treasure Trove.,500 ,300 ,200 ,2.267 kg,0,0,0,1,0,0,0,0
30 January 2014 (Update),Yes,No,Yes,Yes,No,Wield Check,Drop,It needs to be charged with death runes chaos runes fire runes and .,68000 ,40800 ,27200 ,1.814 kg,41457  (info),8,589,1,0,0,0,0
8 February 2018 (Update),Yes,No,Yes,Yes,No,Wield Check,Drop,It needs to be charged with death runes chaos runes fire runes and .,98000 ,58800 ,39200 ,1.814 kg,4862348  (info),8,7,1,0,0,0,0
8 January 2015 (Update),Yes,No,Yes,Yes,No,Wield Check Uncharge,Drop,It needs to be charged with death runes chaos runes fire runes and Zulrah's scales.,78000 ,46800 ,31200 ,1.814 kg,4410876  (info),8,1127,1,0,0,0,0
8 February 2018 (Update),Yes,No,Yes,Yes,No,Wield Check Dismantle,Drop,It needs to be charged with death runes chaos runes fire runes and Zulrah's scales.,108000 ,64800 ,43200 ,1.814 kg,9767102  (info),8,240,1,0,0,0,0
5 January 2005 (Update),Yes,Troll Romance,No,Yes,No,Wield,Drop,These are very rare flowers with a pungent odour.,5 ,3 ,2 ,0.028 kg,0,0,0,1,0,0,0,0
12 August 2021 (Update),Yes,No,No,No,No,Wield Charge,Drop,A wand once used by Tumeken himself. It is currently uncharged.,150000 ,90000 ,60000 ,0.198 kg,0,0,0,1,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A banner showcasing the colours of Leagues I - Twisted.,1000 ,600 ,400 ,2.267 kg,183765  (info),5,7,1,0,0,0,0
16 January 2020 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A cane of the twisted relic hunter.,1000 ,600 ,400 ,1.814 kg,431497  (info),10,13,1,0,0,0,0
19 September 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A mace of obsidian.,30000 ,18000 ,12000 ,1.814 kg,97630  (info),70,39,1,0,0,0,0
12 December 2006 (Update),Yes,Yes,No,Yes,No,Wield,The undead farmer near Port Phasmatys will sell me more of these chickens.,It looks at you with beady eyes.,100 ,60 ,40 ,0.453 kg,0,0,0,1,0,0,0,0
23 April 2020 (Update),Yes,No,No,Yes,No,Wield,Drop,Blighted so it can fight only in the Wilderness on Target worlds.,800000 ,480000 ,320000 ,1.814 kg,0,0,0,1,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful longsword.,300000 ,180000 ,120000 ,1.814 kg,10000000  (info),10,0,1,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wield,Drop,A powerful longsword.,300 ,0,0,1.814 kg,0,0,0,1,0,0,0,0
26 July 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An ancient chainmace with a peculiar mechanism that allows for varying attack styles.,120000 ,72000 ,48000 ,2 kg,7347453  (info),8,1197,1,0,0,0,0
6 June 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,A mace used by the order of the Void Knights.,12000 ,7200 ,4800 ,1.814 kg,0,0,0,1,0,0,0,0
6 February 2020 (Update),Yes,No,No,Yes,No,Wield,Drop,An ancient staff corrupted by darkness. A volatile orb has been added to it.,4600000 ,2760000 ,1840000 ,1.6 kg,0,0,0,1,0,0,0,0
28 November 2019 (Update),Yes,No,No,Yes,No,0,Drop,An ancient staff corrupted by darkness. A volatile orb has been added to it.,4600000 ,0,0,1.6 kg,0,0,0,1,0,0,0,0
24 February 2021 (Update),No,No,No,Yes,No,Wield,Drop,An ancient staff corrupted by darkness. A volatile orb has been added to it.,500 ,0,0,1.6 kg,0,0,0,1,0,0,0,0
18 September 2014 (Update),Yes,No,No,Yes,No,Wield,Drop,A weapon from the volcanic abyss.,120001 ,72000 ,48000 ,0.453 kg,0,0,0,1,0,0,0,0
18 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It's a slightly magical stick.,15500 ,9300 ,6200 ,2.267 kg,8949  (info),18000,21256,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 ,0 ,0 ,2.267 kg,0,0,0,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 ,0 ,0 ,2.267 kg,0,0,0,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 ,0 ,0 ,2.267 kg,0,0,0,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 ,0 ,0 ,2.267 kg,0,0,0,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A vicious looking axe.,1248 ,748 ,499 ,2.721 kg,3940  (info),125,1,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A vicious white dagger.,240 ,144 ,96 ,0.453 kg,202  (info),125,0,1,0,0,0,0
29 March 2004 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A posy of flowers.,100 ,60 ,40 ,0.028 kg,329386  (info),150,23,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A razor sharp longsword.,960 ,576 ,384 ,1.814 kg,1730  (info),125,3,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A spiky mace.,432 ,259 ,172 ,1.814 kg,646  (info),125,0,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Magical staff.,200 ,120 ,80 ,2.267 kg,1479  (info),125,129,1,0,0,0,0
17 October 2005 (Update),Yes,Wanted!,Yes,Yes,No,Wield,Drop,A vicious curved sword.,768 ,460 ,307 ,1.814 kg,1144  (info),125,8,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A razor sharp sword.,624 ,374 ,249 ,1.814 kg,2520  (info),125,3,1,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,I don't think it's intended for joinery.,980 ,588 ,392 ,1.814 kg,1798  (info),125,0,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield,Drop,A razor sharp sword.,0 ,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield,Drop,A razor sharp sword.,0 ,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A razor sharp sword.,0 ,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A razor sharp sword.,0 ,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
4 April 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A handy little club made out of willow.,600 ,360 ,240 ,1.814 kg,146  (info),125,174,1,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A defensive blackjack.,800 ,480 ,320 ,1.814 kg,1089  (info),125,0,1,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An offensive blackjack.,800 ,480 ,320 ,1.814 kg,1914  (info),125,6,1,0,0,0,0
29 June 2004 (Update),Yes,Priest in Peril,No,Yes,No,Wield,Drop,A silver dagger that can prevent werewolves changing form.,300 ,180 ,120 ,0.453 kg,0,0,0,1,0,0,0,0
15 March 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Spoooooon!,35 ,21 ,14 ,0.453 kg,81  (info),50,279,1,0,0,0,0
31 May 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,A less-than razor sharp sword.,1,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
29 March 2004 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A posy of flowers.,100 ,60 ,40 ,0.028 kg,44  (info),150,441,1,0,0,0,0
13 December 2004 (Update),No,No,No,Yes,No,Wield,Drop,The Zamorak Team Standard.,1,0 ,0 ,2.267 kg,0,0,0,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Zamorak crozier.,5000 ,3000 ,2000 ,2 kg,10044  (info),8,43,1,0,0,0,0
22 September 2003 (Update),Yes,No,No,Yes,No,Wield,Drop,A magical staff imbued with the power of Zamorak.,80000 ,48000 ,32000 ,2.267 kg,0,0,0,1,0,0,0,0
9 January 2014 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An evil one-handed spear.,300000 ,180000 ,120000 ,3 kg,12755037  (info),8,671,1,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A weapon born out of conflict.,990000 ,594000 ,396000 ,6.001 kg,404070735  (info),0,257,1,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Get a head in life.,5000 ,3000 ,2000 ,1.814 kg,4044  (info),4,36,1,0,0,0,0
6 December 2004 (Update),Yes,No,No,Yes at Ape Atoll during and after Monkey Madness I,No,Hold,Drop,A magical talisman in the shape of a big zombie monkey head.,2000 ,0,0,0.085 kg,0,0,0,1,0,0,0,0
6 December 2004 (Update),Yes,No,No,Yes at Ape Atoll during and after Monkey Madness I,No,Hold,Drop,A magical talisman in the shape of a small zombie monkey head.,500 ,0,0,0.085 kg,0,0,0,1,0,0,0,0
6 September 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful staff.,300000 ,180000 ,120000 ,2.267 kg,10000000  (info),10,0,1,0,0,0,0
11 July 2019 (Update),No,No,No,Yes,No,Wield,Drop,A powerful staff.,300 ,0,0,2.267 kg,0,0,0,1,0,0,0,0
29 March 2004 (Update),No,No,Yes,Yes,No,Wield,Drop,I don't think it's intended for joinery.,41500 ,24900 ,16600 ,1.814 kg,24267  (info),70,44377,1,0,0,0,0
7 June 2018 (Update),Yes,No,Yes,Yes,No,Wield Charge,Drop,A sacred staff imbued with the power of blood. It is currently uncharged.,5000000 ,3000000 ,2000000 ,1.5 kg,67964839  (info),8,515,1,0,0,0,0
8 March 2018 (Update),Yes,No,No,Yes,No,0,Drop,A sacred staff imbued with the power of blood.,,0,0,1.5 kg,0,0,0,1,0,0,0,0
4 July 2019 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Not to be confused with a Sarachnis cuddle.,120001 ,72000 ,48000 ,0.453 kg,376879  (info),70,476,1,0,0,0,0
13 December 2004 (Update),No,No,No,Yes,No,Wield,Drop,The Saradomin Team Standard.,1,0 ,0 ,2.267 kg,0,0,0,1,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Saradomin crozier.,5000 ,3000 ,2000 ,2 kg,10142  (info),8,64,1,0,0,0,0
22 September 2003 (Update),Yes,No,No,Yes,No,Wield,Drop,A magical staff imbued with the power of Saradomin.,80000 ,48000 ,32000 ,2.267 kg,0,0,0,1,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wield,Drop,A severed human leg.,1,0 ,0 ,1.8 kg,0,0,0,1,0,0,0,0
16 March 2022 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A banner showcasing the colours of Leagues III - Shattered Relics.,1000 ,600 ,400 ,2.267 kg,16833  (info),0,7,1,0,0,0,0
16 March 2022 (Update),Yes,No,Yes,Yes,No,Wield,Drop,The cane of a Shattered relic hunter.,1000 ,600 ,400 ,1.814 kg,172381  (info),0,10,1,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A war torn banner bearing the Shayzien sigil.,70 ,42 ,28 ,2.267 kg,769  (info),4,46,1,0,0,0,0
13 July 2004 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It's a silver sickle.,175 ,105 ,70 ,1.587 kg,142  (info),15,783,1,0,0,0,0
13 July 2004 (Update),Yes,Nature SpiritA Taste of HopeSins of the Father,No,Yes,No,Wield Cast Bloom,Drop,It's a blessed silver sickle.,250 ,150 ,100 ,1.587 kg,0,0,0,1,0,0,0,0
4 January 2001 (Update),No,Demon Slayer,No,Yes,No,Wield,Drop,The magical sword 'Silverlight'.,50 ,30 ,20 ,1.814 kg,0,0,0,1,0,0,0,0
15 March 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Generally used for impaling fresh meat.,3200 ,1920 ,1280 ,2.041 kg,2286  (info),50,1,1,0,0,0,0
4 July 2006 (Update),No,No,No,Yes,No,Wield Invoke Divine,You can obtain another Sceptre by collecting all four pieces from the Stronghold of Security.,A fragile magical Sceptre.,1,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
18 May 2017 (Update),No,No,No,Yes,No,Wield Invoke Divine,Drop,An imbued magical Sceptre.,1,0 ,0 ,1.814 kg,0,0,0,1,0,0,0,0
26 January 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An old and magical staff.,21000 ,12600 ,8400 ,1.814 kg,22411  (info),70,377,1,0,0,0,0
