Released,Members,Quest item,Tradeable,Equipable,Stackable,Options,Destory,Examine,Value,High alch,Low alch,Weight,Price,Buy limit,Daily volume,Combat,Skilling,Food,Untradeable,Quest
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,Sins of the Father,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,100 coins,60 coins,40 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,Sins of the Father,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,100 coins,60 coins,40 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 June 2020 (Update),Yes,No,No,Yes,No,Wear,Drop,Lets you dress like a vampyre noble.,5000 coins,3000 coins,2000 coins,0.907 kg,None,None,None,0,0,0,0,0
4 September 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Dress like the powerful vyrewatch!,500 coins,300 coins,200 coins,0.907 kg,3180 coins (info),150,110,0,0,0,0,0
4 September 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Dress like the powerful vyrewatch!,500 coins,300 coins,200 coins,0.907 kg,3216 coins (info),150,74,0,0,0,0,0
4 September 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Dress like the powerful vyrewatch!,500 coins,300 coins,200 coins,0.907 kg,2684 coins (info),150,83,0,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Equip,Drop,The blood of the soldier makes the glory of the general.,80 coins,48 coins,32 coins,0.51 kg,11623 coins (info),5,645,0,0,0,0,0
8 September 2016 (Update),Yes,No,No,Yes,No,Wear,Drop,Possibly fireproof. Possibly.,200 coins,120 coins,80 coins,0.453 kg,None,None,None,0,0,0,0,0
2 November 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,This helmet is worn by warriors.,60000 coins,36000 coins,24000 coins,2.721 kg,37220 coins (info),70,175,0,0,0,0,0
7 November 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A legendary ring once worn by Fremennik warriors.,10000 coins,6000 coins,4000 coins,0.004 kg,45786 coins (info),8,1479,0,0,0,0,0
26 September 2013 (Update),Yes,No,No,Yes,No,Wear Uncharge,Drop,A legendary ring once worn by Fremennik warriors.,10000 coins,6000 coins,4000 coins,0.004 kg,None,None,None,0,0,0,0,0
18 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,It's a slightly magical stick.,15500 coins,9300 coins,6200 coins,2.267 kg,8949 coins (info),18000,21256,0,0,0,0,0
13 June 2005 (Update),No,No,Yes,Yes,No,Wear,Drop,A tiara infused with the properties of water.,100 coins,60 coins,40 coins,1 kg,120 coins (info),40,286,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 coins,0 coins,0 coins,2.267 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 coins,0 coins,0 coins,2.267 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 coins,0 coins,0 coins,2.267 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A mysterious crystal banner.,0 coins,0 coins,0 coins,2.267 kg,None,None,None,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A two handed sword.,1920 coins,1152 coins,768 coins,3.628 kg,1441 coins (info),125,25,0,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A mostly clean apron.,2 coins,1 coin,0 coins,0.453 kg,29 coins (info),150,342,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A vicious looking axe.,1248 coins,748 coins,499 coins,2.721 kg,3940 coins (info),125,1,0,0,0,0,0
5 May 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Parlez-vous francais?,80 coins,48 coins,32 coins,0.04 kg,16806 coins (info),4,29,0,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Stylish!,225 coins,135 coins,90 coins,0.01 kg,4418 coins (info),4,44,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,These will protect my feet.,576 coins,345 coins,230 coins,1.36 kg,2791 coins (info),125,109,0,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,All for one and one for all!,200 coins,120 coins,80 coins,0.08 kg,7777 coins (info),4,47,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A series of connected metal rings.,1440 coins,864 coins,576 coins,6.803 kg,1165 coins (info),125,7,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A set of fighting claws.,360 coins,216 coins,144 coins,0.907 kg,2412 coins (info),125,15,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A vicious white dagger.,240 coins,144 coins,96 coins,0.453 kg,202 coins (info),125,0,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A well made elegant ladies' white blouse.,2000 coins,1200 coins,800 coins,1 kg,4684 coins (info),4,47,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A rather elegant white skirt.,2000 coins,1200 coins,800 coins,1 kg,1170 coins (info),4,24,0,0,0,0,0
29 March 2004 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A posy of flowers.,100 coins,60 coins,40 coins,0.028 kg,329386 coins (info),150,23,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A full face helmet.,1056 coins,633 coins,422 coins,2.721 kg,1603 coins (info),125,16,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,These will keep my hands warm!,6 coins,3 coins,2 coins,0.226 kg,892 coins (info),125,64,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A white halberd.,1920 coins,1152 coins,768 coins,3.175 kg,2973 coins (info),125,0,0,0,0,0,0
12 June 2014 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A minimalist's hat.,40 coins,24 coins,16 coins,0.04 kg,1288 coins (info),4,53,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A large metal shield.,1632 coins,979 coins,652 coins,5.443 kg,1780 coins (info),125,12,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A razor sharp longsword.,960 coins,576 coins,384 coins,1.814 kg,1730 coins (info),125,3,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A spiky mace.,432 coins,259 coins,172 coins,1.814 kg,646 coins (info),125,0,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Magical staff.,200 coins,120 coins,80 coins,2.267 kg,1479 coins (info),125,129,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A medium sized helmet.,576 coins,345 coins,230 coins,1.814 kg,2050 coins (info),125,3,0,0,0,0,0
25 December 2001,No,No,Yes,Yes,No,Wear,Drop,A nice hat from a cracker.,1 coin,0 coins,0 coins,0.056 kg,3132 coins (info),5,965,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Provides excellent protection.,3840 coins,2304 coins,1536 coins,9.979 kg,5026 coins (info),125,118,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Big White and heavy looking.,1920 coins,1152 coins,768 coins,9.071 kg,3393 coins (info),125,160,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Big White and heavy looking.,1920 coins,1152 coins,768 coins,8.164 kg,2916 coins (info),125,3,0,0,0,0,0
17 October 2005 (Update),Yes,Wanted!,Yes,Yes,No,Wield,Drop,A vicious curved sword.,768 coins,460 coins,307 coins,1.814 kg,1144 coins (info),125,8,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A medium square shield.,1152 coins,691 coins,460 coins,3.628 kg,2245 coins (info),125,3,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A razor sharp sword.,624 coins,374 coins,249 coins,1.814 kg,2520 coins (info),125,3,0,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Pointy rainbows.,1000 coins,600 coins,400 coins,0.1 kg,14580 coins (info),4,29,0,0,0,0,0
17 October 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,I don't think it's intended for joinery.,980 coins,588 coins,392 coins,1.814 kg,1798 coins (info),125,0,0,0,0,0,0
24 August 2017 (Update),No,No,No,Yes,No,Wear,Drop,A cape worn by fighters in the Wilderness Wars.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
24 August 2017 (Update),No,No,No,Yes,No,Wear,Drop,A cape worn by fighters in the Wilderness Wars.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
24 August 2017 (Update),No,No,No,Yes,No,Wear,? (edit),A very powerful amulet worn by Wilderness Wars champions.,1 coin,0 coins,0 coins,0.01 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
5 March 2015 (Update),Yes,No,No,Yes,No,Wield Teleport,Drop,A razor sharp sword.,0 coins,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
4 April 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A handy little club made out of willow.,600 coins,360 coins,240 coins,1.814 kg,146 coins (info),125,174,0,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A defensive blackjack.,800 coins,480 coins,320 coins,1.814 kg,1089 coins (info),125,0,0,0,0,0,0
15 August 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An offensive blackjack.,800 coins,480 coins,320 coins,1.814 kg,1914 coins (info),125,6,0,0,0,0,0
5 December 2006 (Update),No,No,Yes,Yes,No,Wield,Drop,A powerful bow made from willow wood.,300 coins,180 coins,120 coins,1.8 kg,5236 coins (info),8,76,0,0,0,0,0
25 March 2002 (Update),No,No,Yes,Yes,No,Wield,Drop,A nice sturdy bow made out of willow.,320 coins,192 coins,128 coins,1.814 kg,150 coins (info),18000,69162,0,0,0,0,0
1 February 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A solid willow shield.,160 coins,96 coins,64 coins,3.175 kg,5 coins (info),125,7657,0,0,0,0,0
25 March 2002 (Update),No,No,Yes,Yes,No,Wield,Drop,A shortbow made out of willow still effective.,200 coins,120 coins,80 coins,1.36 kg,86 coins (info),18000,7376,0,0,0,0,0
11 December 2017 (Update),No,No,No,Yes,No,Wear,You can get a replacement from Diango.,It's a Santa hat++.,160 coins,None,None,0.113 kg,None,None,None,0,0,0,0,0
4 July 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,A stick on a string... pure style.,900 coins,540 coins,360 coins,0.007 kg,None,None,None,0,0,0,0,0
5 May 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Slightly magical boots.,200 coins,120 coins,80 coins,0.283 kg,225769 coins (info),8,504,0,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A silly pointed hat.,2 coins,1 coin,0 coins,0.453 kg,291 coins (info),125,2990,0,0,0,0,0
11 April 2019 (Update),No,No,Yes,Yes,No,Wear,Drop,A very warm wolf cloak.,1000 coins,600 coins,400 coins,0.453 kg,45086 coins (info),4,150,0,0,0,0,0
11 April 2019 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Howwwallll!,2400 coins,1440 coins,960 coins,2.267 kg,3866 coins (info),4,124,0,0,0,0,0
29 June 2004 (Update),Yes,Priest in Peril,No,Yes,No,Wield,Drop,A silver dagger that can prevent werewolves changing form.,300 coins,180 coins,120 coins,0.453 kg,None,None,None,0,0,0,0,0
21 November 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,These should make me harder to spot in wooded areas.,20 coins,12 coins,8 coins,0.226 kg,4707 coins (info),150,4,0,0,0,0,0
21 November 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,This should make me harder to spot in wooded areas.,20 coins,12 coins,8 coins,0.226 kg,4610 coins (info),150,9,0,0,0,0,0
18 October 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,The cape worn by master woodcutters.,99000 coins,59400 coins,39600 coins,0.453 kg,None,None,None,0,0,0,0,0
18 October 2006 (Update),Yes,No,No,Yes,No,Wear,Drop,Woodcutting skillcape hood.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
4 January 2001 (Update),No,No,Yes,Yes,No,Wield,Drop,A solid wooden shield.,20 coins,12 coins,8 coins,2.267 kg,104 coins (info),125,4827,0,0,0,0,0
6 July 2016 (Update),No,No,Yes,Yes,No,Wield,Drop,An epic wooden shield with a golden trim.,20 coins,12 coins,8 coins,2.267 kg,107114 coins (info),125,71,0,0,0,0,0
31 May 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,A less-than strong shield.,1 coin,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
15 March 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Spoooooon!,35 coins,21 coins,14 coins,0.453 kg,81 coins (info),50,279,0,0,0,0,0
31 May 2006 (Update),Yes,No,No,Yes,No,Wield,Drop,A less-than razor sharp sword.,1 coin,0 coins,0 coins,1.814 kg,None,None,None,0,0,0,0,0
19 December 2005 (Update),No,No,No,Yes,No,Wear,You can obtain another hat from Diango in the Draynor Market.,A woolly tobogganing hat.,1 coin,0 coins,0 coins,0.25 kg,None,None,None,0,0,0,0,0
19 December 2005 (Update),No,No,No,Yes,No,Wear,You can obtain another scarf from Diango in the Draynor Market.,A woolly tobogganing scarf.,1 coin,0 coins,0 coins,0.25 kg,None,None,None,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Blue top very tiny.,650 coins,390 coins,260 coins,0.07 kg,1347 coins (info),150,32,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Far too small to wear.,500 coins,300 coins,200 coins,0.07 kg,1040 coins (info),150,7,0,0,0,0,0
31 May 2005 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Yellow top too small for me.,625 coins,375 coins,250 coins,0.07 kg,962 coins (info),150,23,0,0,0,0,0
4 January 2018 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A tiara infused with the properties of wrath.,500 coins,300 coins,200 coins,1 kg,49 coins (info),40,2265,0,0,0,0,0
16 March 2022 (Update),Yes,None,No,Yes,Yes,Wear,Drop,A pair of wristbands to protect your hands in combat.,85 coins,None,None,0.25 kg,None,None,None,0,0,0,0,0
16 March 2022 (Update),Yes,None,No,Yes,Yes,Wear,Drop,A pair of imbued wristbands to protect your hands in combat.,85 coins,None,None,0.25 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 2000 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 1500 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 100 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 1000 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
7 January 2016 (Update),Yes,No,No,Yes,No,Wear Check Dismantle,Drop,A dormant relic of the ancient times of Kourend.,350 coins,210 coins,140 coins,0.06 kg,None,None,None,0,0,0,0,0
17 May 2018 (Update),Yes,No,No,Yes,No,Wear,Drop,Awarded for completing 500 Chambers of Xeric in challenge mode.,400 coins,240 coins,160 coins,0.453 kg,None,None,None,0,0,0,0,0
7 January 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The forgotten magicks of Xeric imbue this garment with a little power.,60 coins,36 coins,24 coins,0.2 kg,2353 coins (info),125,435,0,0,0,0,0
7 January 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The forgotten magicks of Xeric imbue this garment with a little power.,70 coins,42 coins,28 coins,0.18 kg,3645 coins (info),125,2404,0,0,0,0,0
7 January 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,The forgotten magicks of Xeric imbue this garment with a little power.,80 coins,48 coins,32 coins,0.2 kg,2535 coins (info),125,1267,0,0,0,0,0
6 February 2007 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Leg protection made from smelly yak-hide.,500 coins,300 coins,200 coins,2.721 kg,533 coins (info),70,748,0,0,0,0,0
6 February 2007 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Smelly yak body armour.,500 coins,300 coins,200 coins,2.721 kg,1363 coins (info),70,398,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Very stylish!,500 coins,300 coins,200 coins,0.34 kg,1308 coins (info),150,176,0,0,0,0,0
8 December 2001 (Update),No,No,Yes,Yes,No,Wear,Drop,A thick yellow cape.,32 coins,19 coins,12 coins,0.453 kg,229 coins (info),150,105,0,0,0,0,0
29 March 2004 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A posy of flowers.,100 coins,60 coins,40 coins,0.028 kg,44 coins (info),150,441,0,0,0,0,0
29 June 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,These will keep my hands warm!,500 coins,300 coins,200 coins,0.453 kg,905 coins (info),150,216,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A silly pointed hat.,500 coins,300 coins,200 coins,0.453 kg,938 coins (info),150,5,0,0,0,0,0
25 December 2001,No,No,Yes,Yes,No,Wear,Drop,A nice hat from a cracker.,1 coin,0 coins,0 coins,0.056 kg,2974 coins (info),5,973,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Made by werewolves for werewolves.,500 coins,300 coins,200 coins,0.907 kg,860 coins (info),150,71,0,0,0,0,0
29 June 2004 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Some fine werewolf clothing.,500 coins,300 coins,200 coins,0.907 kg,846 coins (info),150,13,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A powerful bow made from yew wood.,1800 coins,1080 coins,720 coins,1.8 kg,2759 coins (info),8,128,0,0,0,0,0
25 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A nice sturdy bow made out of yew.,1280 coins,768 coins,512 coins,1.814 kg,540 coins (info),18000,4003515,0,0,0,0,0
1 February 2018 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A solid yew shield.,640 coins,384 coins,256 coins,3.175 kg,132 coins (info),125,1955,0,0,0,0,0
25 March 2002 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A shortbow made out of yew still effective.,800 coins,480 coins,320 coins,1.36 kg,390 coins (info),18000,84395,0,0,0,0,0
28 March 2006 (Update),No,No,No,Yes,No,Wear,Drop,A non-magical copy of the Makeover Mage's amulet.,1 coin,0 coins,0 coins,0.001 kg,None,None,None,0,0,0,0,0
13 December 2004 (Update),No,No,No,Yes,No,Wield,Drop,The Zamorak Team Standard.,1 coin,0 coins,0 coins,2.267 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide vambraces.,4000 coins,2400 coins,1600 coins,1 kg,141385 coins (info),8,298,0,0,0,0,0
22 September 2003 (Update),Yes,No,No,Yes,No,Wear,Drop,A cape from the almighty god Zamorak.,10 coins,6 coins,4 coins,0.453 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide chaps.,6000 coins,3600 coins,2400 coins,5 kg,688299 coins (info),8,573,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A Zamorak cloak.,2000 coins,1200 coins,800 coins,0.4 kg,12850 coins (info),8,188,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide coif.,2000 coins,1200 coins,800 coins,0.9 kg,67063 coins (info),8,274,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Zamorak crozier.,5000 coins,3000 coins,2000 coins,2 kg,10044 coins (info),8,43,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide body armour.,13000 coins,7800 coins,5200 coins,6 kg,569020 coins (info),8,610,0,0,0,0,0
6 July 2016 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak blessed dragonhide boots.,9300 coins,5580 coins,3720 coins,1.4 kg,795088 coins (info),8,522,0,0,0,0,0
11 April 2019 (Update),Yes,No,Yes,Yes,No,Wield,Drop,Zamorak blessed wooden shield covered in dragon leather.,28334 coins,17000 coins,11333 coins,8 kg,396228 coins (info),8,63,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune full helmet in the colours of Zamorak.,35200 coins,21120 coins,14080 coins,2.721 kg,578206 coins (info),8,222,0,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield Dismantle,Drop,A terrifying heavy sword.,1250000 coins,750000 coins,500000 coins,10 kg,5426261 coins (info),8,591,0,0,0,0,0
6 July 2016 (Update),Yes,No,No,Yes,No,Wield,Dismantle,An ornamented terrifying heavy sword.,1250000 coins,750000 coins,500000 coins,10 kg,None,None,None,0,0,0,0,0
3 July 2014 (Update),Yes,No,No,Yes,No,Wear,Drop,Halo with the protection of Zamorak.,150000 coins,90000 coins,60000 coins,0.3 kg,None,None,None,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune kiteshield in the colours of Zamorak.,54400 coins,32640 coins,21760 coins,5.443 kg,60677 coins (info),8,186,0,0,0,0,0
19 November 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,The cape worn by only the most experienced players.,99000 coins,None,None,0.453 kg,None,None,None,0,0,0,0,0
19 November 2015 (Update),Yes,No,No,Yes,No,Wear,Drop,The hood worn by only the most experienced players.,1 coin,0 coins,0 coins,0.453 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A Zamorak mitre.,5000 coins,3000 coins,2000 coins,0.3 kg,24000 coins (info),8,208,0,0,0,0,0
22 November 2005 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A Zamorak Mjolnir.,625 coins,375 coins,250 coins,2.267 kg,2794 coins (info),8,38,0,0,0,0,0
28 May 2002 (Update),No,No,Yes,Yes,No,Wear,Drop,A robe worn by worshippers of Zamorak.,30 coins,18 coins,12 coins,0.907 kg,2784 coins (info),15,2242,0,0,0,0,0
28 May 2002 (Update),No,No,Yes,Yes,No,Wear,Drop,A robe worn by worshippers of Zamorak.,40 coins,24 coins,16 coins,0.907 kg,1059 coins (info),15,1776,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune platebody in the colours of Zamorak.,65000 coins,39000 coins,26000 coins,9.979 kg,48376 coins (info),8,158,0,0,0,0,0
5 May 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune platelegs in the colours of Zamorak.,64000 coins,38400 coins,25600 coins,9.071 kg,47636 coins (info),8,185,0,0,0,0,0
26 October 2004 (Update),No,No,Yes,Yes,No,Wear,Drop,Rune plateskirt in the colours of Zamorak.,64000 coins,38400 coins,25600 coins,9.071 kg,38150 coins (info),8,98,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Leggings from the Zamorak Vestments.,7000 coins,4200 coins,2800 coins,2.7 kg,98447 coins (info),8,61,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,Zamorak Vestments.,7000 coins,4200 coins,2800 coins,1.8 kg,131995 coins (info),8,94,0,0,0,0,0
22 September 2003 (Update),Yes,No,No,Yes,No,Wield,Drop,A magical staff imbued with the power of Zamorak.,80000 coins,48000 coins,32000 coins,2.267 kg,None,None,None,0,0,0,0,0
5 December 2006 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A Zamorak stole.,2500 coins,1500 coins,1000 coins,0.01 kg,4988 coins (info),8,55,0,0,0,0,0
9 January 2014 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An evil one-handed spear.,300000 coins,180000 coins,120000 coins,3 kg,12755037 coins (info),8,671,0,0,0,0,0
17 October 2013 (Update),Yes,No,Yes,Yes,No,Wield,Drop,An evil spear.,100005 coins,60003 coins,40002 coins,3 kg,12451161 coins (info),8,776,0,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wield Charge,Drop,A powerful bow imbued with the fury of an ancient god.,800000 coins,480000 coins,320000 coins,2 kg,None,None,None,0,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,Yes,No,Wield,Drop,A weapon born out of conflict.,990000 coins,594000 coins,396000 coins,6.001 kg,404070735 coins (info),-,257,0,0,0,0,0
5 January 2022 (Update),Yes,No,Yes,Yes,No,Wear,Drop,A pair of ancient vambraces.,200000 coins,120000 coins,80000 coins,1 kg,198197958 coins (info),-,251,0,0,0,0,0
20 October 2021 (Update),Yes,No,No,Yes,No,Wear,Drop,A pair of ancient vambraces.,200000 coins,120000 coins,80000 coins,1 kg,None,None,None,0,0,0,0,0
